Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	errors	array	[]	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	get	str	fixtures	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	parameters.from	str	2025-08-01	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	parameters.team	str	50	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	parameters.to	str	2026-05-23	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.date	str	2025-08-16T16:30:00+00:00	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.id	int	1378975	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.periods.first	int	1755361800	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.periods.second	int	1755365400	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.referee	str	J. Gillett	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.status.elapsed	int	90	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.status.extra	int	8	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.status.long	str	Match Finished	oui	non	oui	oui	bonne	oui	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.status.short	str	FT	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.timestamp	int	1755361800	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.timezone	str	UTC	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.venue.city	str	Wolverhampton	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.venue.id	int	600	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].fixture.venue.name	str	Molineux Stadium	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].goals.away	int	4	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].goals.home	int	0	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.country	str	England	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.id	int	39	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.name	str	Premier League	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.round	str	Regular Season - 1	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.season	int	2025	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].league.standings	bool	True	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.extratime.away	null		oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.extratime.home	null		oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.fulltime.away	int	4	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.fulltime.home	int	0	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.halftime.away	int	2	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.halftime.home	int	0	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.penalty.away	null		oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].score.penalty.home	null		oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.away.id	int	50	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.away.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.away.name	str	Manchester City	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.away.winner	bool	True	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.home.id	int	39	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.home.logo	str	https://media.api-sports.io/football/teams/39.png	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.home.name	str	Wolves	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	response[].teams.home.winner	bool	False	oui	non	oui	oui	bonne	non	non
Forme récente équipe domicile	/fixtures?league=39&season=2025&team=50&from=2025-08-01&to=2026-05-23	results	int	37	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	errors	array	[]	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	get	str	fixtures	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	parameters.from	str	2025-08-01	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	parameters.team	str	66	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	parameters.to	str	2026-05-23	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.date	str	2025-08-16T11:30:00+00:00	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.id	int	1378970	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.periods.first	int	1755343800	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.periods.second	int	1755347400	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.referee	str	C. Pawson	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.status.elapsed	int	90	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.status.extra	int	7	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.status.long	str	Match Finished	oui	non	oui	oui	bonne	oui	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.status.short	str	FT	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.timestamp	int	1755343800	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.timezone	str	UTC	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.venue.city	str	Birmingham	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.venue.id	int	495	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].fixture.venue.name	str	Villa Park	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].goals.away	int	0	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].goals.home	int	0	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.country	str	England	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.id	int	39	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.name	str	Premier League	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.round	str	Regular Season - 1	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.season	int	2025	oui	non	oui	oui	bonne	oui	oui
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].league.standings	bool	True	oui	non	oui	oui	bonne	non	non
Forme récente équipe extérieure	/fixtures?league=39&season=2025&team=66&from=2025-08-01&to=2026-05-23	response[].score.extratime.away	null		oui	non	oui	oui	bonne	non	non
